tweet_id,airline_sentiment,airline,lat,lon,tweet_location,tt_lat,tt_lng,user_timezone,usr_lat,usr_lng,hour,date,dow
938167222136164992,negative,iberia,,,,,,Quito,-0.1806532,-78.4678382,22,2017-12-05,1
933543522740948992,positive,iberia,,,,,,,,,3,2017-11-23,3
933649553810711040,negative,,,,,,,Madrid,40.4167754,-3.7037902,10,2017-11-23,3
943153331769310976,negative,iberia,,,,,,Buenos Aires,-34.60848999999996,-58.37343999999996,16,2017-12-19,1
923504673843277952,neutral,ryanair,,,,,,,,,11,2017-10-26,3
940766017910903040,negative,iberia,,,,,,Mexico City,19.4326077,-99.133208,2,2017-12-13,2
936482858201485056,negative,iberia,,,"Cartago, Costa Rica",9.8638091,-83.91619349999999,Pacific Time (US & Canada),38.7614031,-120.5072407,6,2017-12-01,4
946413604978545024,negative,iberia,,,,,,Madrid,40.4167754,-3.7037902,16,2017-12-28,3
933610996584807936,negative,iberia,,,,,,Dublin,53.3498053,-6.2603097,8,2017-11-23,3
940666348077814016,negative,iberia,,,,,,Madrid,40.4167754,-3.7037902,19,2017-12-12,1
948498993226699008,neutral,ryanair,,,,,,Madrid,40.4167754,-3.7037902,10,2018-01-03,2
933122930522734976,neutral,iberia,,,,,,Buenos Aires,-34.60848999999996,-58.37343999999996,0,2017-11-22,2
942557296265133952,positive,iberia,,,,,,,,,0,2017-12-18,0
948165781187186944,negative,,,,,,,Amsterdam,52.3702157,4.895167900000001,12,2018-01-02,1
937646266766578048,positive,ryanair,,,,,,London,51.5073509,-0.1277583,11,2017-12-04,0
944353852450594944,negative,iberia,,,,,,,,,23,2017-12-22,4
931577421429723008,neutral,iberia,,,,,,Buenos Aires,-34.60848999999996,-58.37343999999996,17,2017-11-17,4
943070534677523968,neutral,ryanair,,,"Santa Cruz de Tenerife, España",28.4636296,-16.2518467,London,51.5073509,-0.1277583,10,2017-12-19,1
936993541846438016,neutral,iberia,,,,,,Eastern Time (US & Canada),37.51647579999999,-82.8067126,16,2017-12-02,5
950389973231975936,neutral,,,,,,,Paris,48.856614,2.3522219,15,2018-01-08,0
944169282379960064,negative,,,,,,,Eastern Time (US & Canada),37.51647579999999,-82.8067126,11,2017-12-22,4
944170655376985984,neutral,ryanair,,,,,,Madrid,40.4167754,-3.7037902,11,2017-12-22,4
942785104732196992,positive,iberia,,,,,,Buenos Aires,-34.60848999999996,-58.37343999999996,15,2017-12-18,0
941536242646347008,neutral,iberia,,,,,,,,,5,2017-12-15,4
936639668300500992,negative,iberia,,,,,,,,,16,2017-12-01,4
936216289760203008,negative,ryanair,,,"Madrid, España",40.4167754,-3.7037902,Madrid,40.4167754,-3.7037902,12,2017-11-30,3
942252412248748032,neutral,iberia,,,,,,Buenos Aires,-34.60848999999996,-58.37343999999996,4,2017-12-17,6
930822841485980032,neutral,ryanair,,,,,,,,,15,2017-11-15,2
942815640867524992,negative,iberia,,,,,,,,,17,2017-12-18,0
941710874934377984,positive,iberia,,,,,,,,,16,2017-12-15,4
932701103195554048,neutral,iberia,,,,,,,,,20,2017-11-20,0
948389849903623936,positive,iberia,,,,,,Central Time (US & Canada),37.09024,-95.712891,3,2018-01-03,2
936371944487837952,negative,ryanair,,,,,,,,,23,2017-11-30,3
946467499553512960,negative,iberia,,,,,,Buenos Aires,-34.60848999999996,-58.37343999999996,19,2017-12-28,3
935257858245123968,positive,iberia,,,,,,Pacific Time (US & Canada),38.7614031,-120.5072407,21,2017-11-27,0
935295842411581056,positive,iberia,,,"San José, Costa Rica",37.3382082,-121.8863286,Central America,12.7690126,-85.60236429999999,23,2017-11-27,0
926776441802579968,neutral,ryanair,,,,,,,,,11,2017-11-04,5
926446373641376000,positive,iberia,,,,,,Madrid,40.4167754,-3.7037902,13,2017-11-03,4
926411150102814976,positive,iberia,,,,,,Santiago,-33.4488897,-70.6692655,11,2017-11-03,4
926454157426478976,negative,iberia,,,,,,,,,14,2017-11-03,4
926180057588162048,negative,iberia,,,,,,Madrid,40.4167754,-3.7037902,20,2017-11-02,3
950372819287924992,negative,avianca,,,,,,,,,14,2018-01-08,0
934182739271716992,negative,ryanair,,,,,,Santiago,-33.4488897,-70.6692655,22,2017-11-24,4
944714160436257024,positive,iberia,,,,,,,,,23,2017-12-23,5
949078349795741952,neutral,iberia,,,"Madrid, Comunidad de Madrid",40.42028000000005,-3.7057699999999727,,,,0,2018-01-05,4
931408237521506048,neutral,iberia,,,,,,,,,6,2017-11-17,4
923484774240604032,positive,ryanair,,,,,,Athens,37.97614000000004,23.73640000000006,9,2017-10-26,3
941091162366071040,negative,,,,"Siero, España",43.39294000000007,-5.660799999999938,Hawaii,19.8967662,-155.5827818,23,2017-12-13,2
935550967742902016,neutral,iberia,,,,,,Caracas,10.488010000000031,-66.87918999999994,16,2017-11-28,1
950365956739608064,positive,iberia,,,,,,,,,13,2018-01-08,0
950398436775547008,negative,iberia,,,,,,Bogota,4.614960000000053,-74.06940999999995,16,2018-01-08,0
941651548031128064,positive,iberia,,,,,,Madrid,40.4167754,-3.7037902,12,2017-12-15,4
941263103244856960,positive,iberia,,,,,,Madrid,40.4167754,-3.7037902,11,2017-12-14,3
923485823839940992,neutral,ryanair,,,,,,,,,9,2017-10-26,3
944146092245048960,negative,iberia,,,,,,London,51.5073509,-0.1277583,10,2017-12-22,4
930493951055942016,neutral,iberia,,,,,,,,,17,2017-11-14,1
935920940415966976,negative,iberia,,,,,,Santiago,-33.4488897,-70.6692655,17,2017-11-29,2
941634211043213056,negative,iberia,,,,,,Pacific Time (US & Canada),38.7614031,-120.5072407,11,2017-12-15,4
941643432572973056,negative,iberia,,,,,,Madrid,40.4167754,-3.7037902,12,2017-12-15,4
944323070545800960,negative,ryanair,,,,,,Pacific Time (US & Canada),38.7614031,-120.5072407,21,2017-12-22,4
941814084814610048,neutral,norwegian,,,,,,Madrid,40.4167754,-3.7037902,23,2017-12-15,4
925332577065373952,neutral,iberia,,,,,,Madrid,40.4167754,-3.7037902,12,2017-10-31,1
934009159128878976,negative,iberia,,,,,,Mountain Time (US & Canada),37.09024,-95.712891,10,2017-11-24,4
945123031583730944,neutral,iberia,,,,,,Eastern Time (US & Canada),37.51647579999999,-82.8067126,2,2017-12-25,0
930405064375758976,positive,iberia,,,,,,Bogota,4.614960000000053,-74.06940999999995,12,2017-11-14,1
932806550594387968,positive,iberia,,,,,,,,,3,2017-11-21,1
942515421437156992,neutral,ryanair,,,,,,Buenos Aires,-34.60848999999996,-58.37343999999996,22,2017-12-17,6
941734999270788992,neutral,ryanair,,,,,,Madrid,40.4167754,-3.7037902,18,2017-12-15,4
934123709245394944,neutral,iberia,,,,,,Buenos Aires,-34.60848999999996,-58.37343999999996,18,2017-11-24,4
931614875096317952,neutral,ryanair,,,,,,,,,20,2017-11-17,4
935102133128630016,neutral,ryanair,,,,,,Madrid,40.4167754,-3.7037902,11,2017-11-27,0
923616768706400000,negative,,,,,,,Pacific Time (US & Canada),38.7614031,-120.5072407,18,2017-10-26,3
932990037720957056,neutral,ryanair,,,,,,Madrid,40.4167754,-3.7037902,15,2017-11-21,1
945582712206904960,neutral,iberia,,,,,,,,,9,2017-12-26,1
936308123270336000,negative,iberia,,,,,,Madrid,40.4167754,-3.7037902,18,2017-11-30,3
936233482891776000,neutral,iberia,,,,,,Santiago,-33.4488897,-70.6692655,14,2017-11-30,3
940747951596560000,negative,ryanair,,,,,,,,,0,2017-12-13,2
948505628183588992,neutral,ryanair,,,,,,,,,10,2018-01-03,2
937581243893473024,negative,ryanair,,,,,,,,,7,2017-12-04,0
940648925266136960,negative,iberia,,,,,,Amsterdam,52.3702157,4.895167900000001,18,2017-12-12,1
947509439363518976,neutral,ryanair,,,,,,Pacific Time (US & Canada),38.7614031,-120.5072407,16,2017-12-31,6
944272852324371968,negative,iberia,,,,,,,,,18,2017-12-22,4
932578035349336064,neutral,ryanair,,,,,,,,,11,2017-11-20,0
938117700836102016,negative,spanair,,,,,,Pacific Time (US & Canada),38.7614031,-120.5072407,18,2017-12-05,1
936492850342171008,neutral,vueling,,,,,,,,,7,2017-12-01,4
932779386469789952,neutral,iberia,,,,,,Mexico City,19.4326077,-99.133208,1,2017-11-21,1
947939379317789056,positive,iberia,,,"Mojácar, España",37.1220313,-1.8611011,Madrid,40.4167754,-3.7037902,21,2018-01-01,0
943236892581154944,positive,iberia,,,,,,Madrid,40.4167754,-3.7037902,21,2017-12-19,1
944583145252417024,negative,iberia,,,,,,Central Time (US & Canada),37.09024,-95.712891,14,2017-12-23,5
946785410746932992,negative,iberia,,,,,,,,,16,2017-12-29,4
941694777514512000,negative,ryanair,,,,,,Madrid,40.4167754,-3.7037902,15,2017-12-15,4
932974642649805056,negative,,,,,,,Amsterdam,52.3702157,4.895167900000001,14,2017-11-21,1
941366502028120064,neutral,iberia,,,,,,Vienna,48.2081743,16.3738189,17,2017-12-14,3
946706234031427968,neutral,,,,,,,Athens,37.97614000000004,23.73640000000006,11,2017-12-29,4
940854679516392960,positive,easyjet,,,,,,Europe/Madrid,40.4167754,-3.7037902,8,2017-12-13,2
934930933509222016,neutral,iberia,,,,,,Bogota,4.614960000000053,-74.06940999999995,23,2017-11-26,6
946109954808795008,negative,iberia,,,,,,Madrid,40.4167754,-3.7037902,20,2017-12-27,2
942888869128793984,negative,iberia,,,,,,Eastern Time (US & Canada),37.51647579999999,-82.8067126,22,2017-12-18,0
933119994421842048,positive,iberia,,,,,,Buenos Aires,-34.60848999999996,-58.37343999999996,23,2017-11-21,1
945635699822342016,negative,iberia,,,,,,Central Time (US & Canada),37.09024,-95.712891,12,2017-12-26,1
934795704882605952,positive,ryanair,,,"Lisboa, Portugal",38.7222524,-9.1393366,Mexico City,19.4326077,-99.133208,14,2017-11-26,6
941626244113846016,negative,iberia,,,,,,,,,11,2017-12-15,4
941752947959931008,positive,ryanair,,,,,,Pacific Time (US & Canada),38.7614031,-120.5072407,19,2017-12-15,4
928586890244252032,neutral,ryanair,,,,,,Madrid,40.4167754,-3.7037902,11,2017-11-09,3
936606920340852992,positive,iberia,,,,,,Hawaii,19.8967662,-155.5827818,14,2017-12-01,4
934472718279430016,negative,ryanair,,,,,,Athens,37.97614000000004,23.73640000000006,17,2017-11-25,5
927243528048017024,negative,iberia,,,,,,Amsterdam,52.3702157,4.895167900000001,18,2017-11-05,6
948576165064790016,negative,iberia,,,,,,,,,15,2018-01-03,2
941221776834552064,neutral,ryanair,,,,,,Madrid,40.4167754,-3.7037902,8,2017-12-14,3
949065772978098048,negative,iberia,,,,,,Madrid,40.4167754,-3.7037902,23,2018-01-04,3
936229957973500032,negative,iberia,,,,,,,,,13,2017-11-30,3
941651514900217984,neutral,iberia,,,,,,Madrid,40.4167754,-3.7037902,12,2017-12-15,4
933617673983987968,neutral,ryanair,,,,,,,,,8,2017-11-23,3
937985457358503936,neutral,,,,,,,,,,10,2017-12-05,1
928015523463524992,neutral,iberia,,,,,,Bogota,4.614960000000053,-74.06940999999995,21,2017-11-07,1
947231614093970944,positive,iberia,,,,,,Madrid,40.4167754,-3.7037902,22,2017-12-30,5
940963912333315968,neutral,ryanair,,,,,,Monterrey,25.6866142,-100.3161126,15,2017-12-13,2
942333877875601024,negative,iberia,,,,,,,,,10,2017-12-17,6
925082831931478016,negative,iberia,,,,,,,,,19,2017-10-30,0
932690750806068992,negative,iberia,,,,,,Madrid,40.4167754,-3.7037902,19,2017-11-20,0
938163910124950016,neutral,iberia,,,,,,Madrid,40.4167754,-3.7037902,21,2017-12-05,1
943091770124054016,neutral,iberia,,,,,,Athens,37.97614000000004,23.73640000000006,12,2017-12-19,1
947835852352344064,positive,iberia,,,,,,,,,14,2018-01-01,0
934792301578243968,neutral,iberia,,,,,,Madrid,40.4167754,-3.7037902,14,2017-11-26,6
943125880255271040,negative,ryanair,,,"Bruselas, Bélgica",50.8503396,4.3517103,Athens,37.97614000000004,23.73640000000006,14,2017-12-19,1
931525392946663040,neutral,ryanair,,,,,,Madrid,40.4167754,-3.7037902,14,2017-11-17,4
948946311910510976,negative,ryanair,,,,,,Amsterdam,52.3702157,4.895167900000001,15,2018-01-04,3
934346500813021056,negative,,,,,,,Santiago,-33.4488897,-70.6692655,9,2017-11-25,5
931525608131186944,neutral,ryanair,,,,,,America/Manaus,-3.1190275,-60.0217314,14,2017-11-17,4
928006339783164032,positive,iberia,,,,,,,,,21,2017-11-07,1
944500250982658048,positive,iberia,,,,,,Madrid,40.4167754,-3.7037902,9,2017-12-23,5
926621169108882048,positive,iberia,,,,,,Brasilia,-15.826691,-47.92182039999999,1,2017-11-04,5
944174214038385024,negative,iberia,,,,,,London,51.5073509,-0.1277583,11,2017-12-22,4
941283879712907008,negative,iberia,,,,,,Greenland,71.706936,-42.604303,12,2017-12-14,3
940550177999458048,negative,iberia,,,"Amsterdam, Holanda",52.3702157,4.895167900000001,Madrid,40.4167754,-3.7037902,11,2017-12-12,1
935638255701241984,positive,iberia,,,,,,London,51.5073509,-0.1277583,22,2017-11-28,1
933693377102695936,positive,iberia,,,,,,Central Time (US & Canada),37.09024,-95.712891,13,2017-11-23,3
923134973149942016,neutral,iberia,,,,,,Madrid,40.4167754,-3.7037902,10,2017-10-25,2
923444318198813056,negative,,,,,,,London,51.5073509,-0.1277583,7,2017-10-26,3
933718227670139008,positive,ryanair,,,,,,Athens,37.97614000000004,23.73640000000006,15,2017-11-23,3
927456110713373056,negative,ryanair,,,,,,Greenland,71.706936,-42.604303,8,2017-11-06,0
934217357203033984,positive,iberia,,,,,,,,,0,2017-11-25,5
924967353405902976,positive,vueling,,,,,,Madrid,40.4167754,-3.7037902,11,2017-10-30,0
940652520120180992,negative,ryanair,,,,,,Madrid,40.4167754,-3.7037902,18,2017-12-12,1
925046175102849024,neutral,,,,,,,,,,17,2017-10-30,0
945353700180184960,positive,iberia,,,"San Cristóbal de la Laguna, España",28.4874009,-16.3159061,Madrid,40.4167754,-3.7037902,18,2017-12-25,0
933281045683764992,neutral,ryanair,,,,,,Central Time (US & Canada),37.09024,-95.712891,10,2017-11-22,2
935419049193897984,neutral,iberia,,,,,,,,,8,2017-11-28,1
930499733461880960,negative,ryanair,,,,,,Bern,46.9479739,7.4474468,18,2017-11-14,1
927602530628055040,negative,ryanair,,,,,,,,,18,2017-11-06,0
940653152365371008,negative,iberia,,,,,,Eastern Time (US & Canada),37.51647579999999,-82.8067126,18,2017-12-12,1
942342856282386944,neutral,,,,,,,Amsterdam,52.3702157,4.895167900000001,10,2017-12-17,6
942784924418966016,neutral,iberia,,,,,,Madrid,40.4167754,-3.7037902,15,2017-12-18,0
938123236482699008,negative,iberia,,,,,,Madrid,40.4167754,-3.7037902,19,2017-12-05,1
941359914387149056,neutral,iberia,,,,,,Madrid,40.4167754,-3.7037902,17,2017-12-14,3
930547420815090048,negative,iberia,,,,,,,,,21,2017-11-14,1
946804109063188992,negative,iberia,,,,,,,,,18,2017-12-29,4
927576869628792960,negative,iberia,,,,,,Madrid,40.4167754,-3.7037902,16,2017-11-06,0
934162345475022976,negative,ryanair,,,,,,Central Time (US & Canada),37.09024,-95.712891,20,2017-11-24,4
943105616138076032,negative,vueling,,,,,,,,,13,2017-12-19,1
938210383571160960,neutral,iberia,,,,,,,,,0,2017-12-06,2
936293842978050048,neutral,iberia,,,,,,Madrid,40.4167754,-3.7037902,18,2017-11-30,3
923273543718227968,positive,iberia,,,,,,Pacific Time (US & Canada),38.7614031,-120.5072407,19,2017-10-25,2
934201505053380992,negative,ryanair,,,,,,Pacific Time (US & Canada),38.7614031,-120.5072407,23,2017-11-24,4
946058164889357952,negative,ryanair,,,,,,Madrid,40.4167754,-3.7037902,16,2017-12-27,2
946444700512412032,negative,vueling,,,,,,Madrid,40.4167754,-3.7037902,18,2017-12-28,3
948998279928406016,positive,iberia,,,,,,Pacific Time (US & Canada),38.7614031,-120.5072407,19,2018-01-04,3
935165781020742016,negative,ryanair,,,,,,Paris,48.856614,2.3522219,15,2017-11-27,0
931475368669798016,positive,iberia,,,,,,Madrid,40.4167754,-3.7037902,10,2017-11-17,4
941016794575319040,neutral,,,,,,,,,,18,2017-12-13,2
944641358173785984,neutral,ryanair,,,,,,Europe/Madrid,40.4167754,-3.7037902,18,2017-12-23,5
940685726143806976,negative,ryanair,,,,,,Pacific Time (US & Canada),38.7614031,-120.5072407,20,2017-12-12,1
941062947299910016,negative,iberia,,,,,,,,,21,2017-12-13,2
941759861657932032,neutral,vueling,,,,,,Buenos Aires,-34.60848999999996,-58.37343999999996,20,2017-12-15,4
942330373358412032,neutral,iberia,,,,,,Madrid,40.4167754,-3.7037902,9,2017-12-17,6
942653718922702976,positive,,,,,,,Madrid,40.4167754,-3.7037902,7,2017-12-18,0
923414114277428992,negative,ryanair,,,,,,Athens,37.97614000000004,23.73640000000006,5,2017-10-26,3
923558240213926016,negative,iberia,,,,,,Madrid,40.4167754,-3.7037902,14,2017-10-26,3
926986806826061952,negative,iberia,,,,,,,,,1,2017-11-05,6
946148725637950976,neutral,iberia,,,,,,,,,22,2017-12-27,2
946674646040104960,negative,iberia,,,"Alicante, España",38.3459963,-0.4906855,Madrid,40.4167754,-3.7037902,9,2017-12-29,4
937329620050960000,neutral,iberia,,,,,,,,,14,2017-12-03,6
930038128907293056,positive,iberia,,,,,,,,,11,2017-11-13,0
946444589321408000,positive,iberia,,,,,,Madrid,40.4167754,-3.7037902,18,2017-12-28,3
946023670006402944,neutral,,,,,,,Central America,12.7690126,-85.60236429999999,14,2017-12-27,2
930825043164237952,positive,iberia,,,Estados Unidos,37.09024,-95.712891,,,,15,2017-11-15,2
948547620485632000,positive,iberia,,,,,,,,,13,2018-01-03,2
934093171017043968,negative,ryanair,,,,,,Amsterdam,52.3702157,4.895167900000001,16,2017-11-24,4
930914557400354944,negative,,,,,,,Madrid,40.4167754,-3.7037902,21,2017-11-15,2
948620384999497984,negative,ryanair,,,,,,Greenland,71.706936,-42.604303,18,2018-01-03,2
926358385343245952,negative,iberia,,,,,,,,,8,2017-11-03,4
948716535610315008,negative,ryanair,,,,,,Pacific Time (US & Canada),38.7614031,-120.5072407,0,2018-01-04,3
931581999403405056,neutral,iberia,,,,,,Buenos Aires,-34.60848999999996,-58.37343999999996,17,2017-11-17,4
934640458239790976,positive,iberia,,,,,,,,,4,2017-11-26,6
925051237174833024,neutral,ryanair,,,,,,Madrid,40.4167754,-3.7037902,17,2017-10-30,0
937070979448279040,positive,iberia,,,,,,Athens,37.97614000000004,23.73640000000006,21,2017-12-02,5
941634010928819968,neutral,ryanair,,,,,,Madrid,40.4167754,-3.7037902,11,2017-12-15,4
950372086060642944,positive,iberia,,,,,,Caracas,10.488010000000031,-66.87918999999994,14,2018-01-08,0
940989881957921024,negative,iberia,,,,,,,,,17,2017-12-13,2
946876061710733056,positive,iberia,,,,,,Eastern Time (US & Canada),37.51647579999999,-82.8067126,22,2017-12-29,4
925123186097836032,positive,iberia,,,,,,,,,22,2017-10-30,0
941887976145026944,neutral,ryanair,,,,,,London,51.5073509,-0.1277583,4,2017-12-16,5
934814376720327040,positive,iberia,,,,,,Bogota,4.614960000000053,-74.06940999999995,16,2017-11-26,6
938151142466424960,negative,iberia,,,,,,Mexico City,19.4326077,-99.133208,21,2017-12-05,1
948210742590935040,negative,ryanair,,,"Santiago de Compostela, España",42.8782132,-8.5448445,,,,15,2018-01-02,1
942659806573351040,negative,iberia,,,"Barcelona, España",41.3850639,2.1734035,Madrid,40.4167754,-3.7037902,7,2017-12-18,0
946757475621064960,neutral,niki,,,,,,Madrid,40.4167754,-3.7037902,14,2017-12-29,4
943148314236785024,neutral,ryanair,,,,,,,,,15,2017-12-19,1
932903326689227008,neutral,iberia,,,,,,Pacific Time (US & Canada),38.7614031,-120.5072407,9,2017-11-21,1
926940930275512064,positive,iberia,,,,,,Buenos Aires,-34.60848999999996,-58.37343999999996,22,2017-11-04,5
935546697660419968,positive,klm,,,,,,,,,16,2017-11-28,1
948065597509853056,negative,spanair,,,,,,Central Time (US & Canada),37.09024,-95.712891,5,2018-01-02,1
937019080577638016,neutral,iberia,,,,,,,,,18,2017-12-02,5
944217183726592000,negative,vueling,,,,,,Pacific Time (US & Canada),38.7614031,-120.5072407,14,2017-12-22,4
941425747389955968,negative,iberia,,,,,,Madrid,40.4167754,-3.7037902,21,2017-12-14,3
934126644473852032,positive,iberia,,,,,,,,,18,2017-11-24,4
950443162291655040,neutral,iberia,,,,,,,,,19,2018-01-08,0
930408786849944064,positive,ryanair,,,,,,Madrid,40.4167754,-3.7037902,12,2017-11-14,1
941254844152795008,negative,ryanair,,,,,,,,,10,2017-12-14,3
926974639947084032,negative,ryanair,,,,,,Madrid,40.4167754,-3.7037902,0,2017-11-05,6
947362337090162944,neutral,iberia,,,,,,,,,7,2017-12-31,6
940946549454057984,positive,iberia,,,"Santiago, Chile",-33.4488897,-70.6692655,,,,14,2017-12-13,2
943102644415095040,neutral,iberia,,,,,,Madrid,40.4167754,-3.7037902,12,2017-12-19,1
930557090325820032,positive,ryanair,,,,,,,,,22,2017-11-14,1
938399446446099968,positive,iberia,,,"Buenaventura, España",3.8830471,-77.01972119999999,,,,13,2017-12-06,2
935902566080228992,neutral,iberia,,,,,,,,,16,2017-11-29,2
938369725159165952,neutral,,,,,,,,,,11,2017-12-06,2
941621593838678016,negative,ryanair,,,,,,Lisbon,38.7222524,-9.1393366,10,2017-12-15,4
946396418520093056,positive,,,,,,,Bogota,4.614960000000053,-74.06940999999995,15,2017-12-28,3
930743775114220032,negative,iberia,,,,,,Madrid,40.4167754,-3.7037902,10,2017-11-15,2
949011445869661952,negative,ryanair,,,,,,Madrid,40.4167754,-3.7037902,20,2018-01-04,3
928025084232690944,neutral,iberia,,,"Bello, Colombia",6.340340000000026,-75.55915999999996,Bogota,4.614960000000053,-74.06940999999995,22,2017-11-07,1
945676311799960064,neutral,iberia,,,,,,London,51.5073509,-0.1277583,15,2017-12-26,1
926083214216777984,positive,ryanair,,,,,,Pacific Time (US & Canada),38.7614031,-120.5072407,13,2017-11-02,3
942519150202716032,neutral,iberia,,,,,,Madrid,40.4167754,-3.7037902,22,2017-12-17,6
930161109532925952,negative,ryanair,,,,,,Ljubljana,46.05062000000004,14.502820000000042,19,2017-11-13,0
945378543533462016,neutral,iberia,,,Guatemala,15.783471,-90.23075899999999,,,,19,2017-12-25,0
942315019777257984,negative,iberia,,,,,,,,,8,2017-12-17,6
932935156310168064,positive,iberia,,,,,,,,,11,2017-11-21,1
934093961542631936,neutral,iberia,,,,,,,,,16,2017-11-24,4
937073065518861952,negative,iberia,,,,,,Buenos Aires,-34.60848999999996,-58.37343999999996,21,2017-12-02,5
943087068821016064,neutral,iberia,,,,,,Madrid,40.4167754,-3.7037902,11,2017-12-19,1
937350202398269952,neutral,ryanair,,,"Frankfurt am Main, Alemania",50.1109221,8.6821267,,,,15,2017-12-03,6
933647446651145984,negative,iberia,,,,,,,,,10,2017-11-23,3
934539490831622016,neutral,,,,,,,,,,21,2017-11-25,5
935171401455153024,neutral,iberia,,,,,,Bogota,4.614960000000053,-74.06940999999995,15,2017-11-27,0
927507140981469056,neutral,iberia,,,,,,Mexico City,19.4326077,-99.133208,12,2017-11-06,0
925295482209030016,negative,iberia,,,,,,,,,9,2017-10-31,1
933586648750788992,negative,iberia,,,,,,,,,6,2017-11-23,3
931367715276754944,neutral,iberia,,,,,,,,,3,2017-11-17,4
932917276990467968,negative,iberia,,,,,,Madrid,40.4167754,-3.7037902,10,2017-11-21,1
944163298169277952,positive,iberia,,,,,,Madrid,40.4167754,-3.7037902,11,2017-12-22,4
937086693919904000,negative,iberia,,,,,,Central America,12.7690126,-85.60236429999999,22,2017-12-02,5
933800208533806976,positive,iberia,,,,,,Buenos Aires,-34.60848999999996,-58.37343999999996,20,2017-11-23,3
940979313540784000,positive,iberia,,,,,,Madrid,40.4167754,-3.7037902,16,2017-12-13,2
941266796245586048,neutral,iberia,,,,,,Hawaii,19.8967662,-155.5827818,11,2017-12-14,3
945929686437256960,neutral,ryanair,,,,,,Pacific Time (US & Canada),38.7614031,-120.5072407,8,2017-12-27,2
934812775154582016,neutral,,,,,,,Madrid,40.4167754,-3.7037902,15,2017-11-26,6
948667283156717952,negative,iberia,,,,,,Amsterdam,52.3702157,4.895167900000001,21,2018-01-03,2
941365946702269952,neutral,iberia,,,,,,Pacific Time (US & Canada),38.7614031,-120.5072407,17,2017-12-14,3
948871314533732992,positive,,,,,,,,,,10,2018-01-04,3
923602118837264000,negative,iberia,,,,,,,,,17,2017-10-26,3
940602934676606976,negative,iberia,,,,,,,,,15,2017-12-12,1
940714171599080960,negative,iberia,,,,,,,,,22,2017-12-12,1
923904175989318016,negative,iberia,,,,,,,,,13,2017-10-27,4
926904526136856064,positive,iberia,,,,,,Madrid,40.4167754,-3.7037902,20,2017-11-04,5
931188036708241024,positive,iberia,,,,,,Santiago,-33.4488897,-70.6692655,15,2017-11-16,3
933742537445175040,negative,iberia,,,,,,,,,17,2017-11-23,3
941432163848936960,neutral,iberia,,,,,,,,,22,2017-12-14,3
946046346770907008,negative,ryanair,,,,,,Central Time (US & Canada),37.09024,-95.712891,15,2017-12-27,2
935733985006838016,neutral,ryanair,,,"Palma, España",36.329503,-94.1159519,,,,4,2017-11-29,2
931347948151169024,neutral,iberia,,,,,,Santiago,-33.4488897,-70.6692655,2,2017-11-17,4
923184437260669056,positive,ryanair,,,,,,Central Time (US & Canada),37.09024,-95.712891,13,2017-10-25,2
948651573042823040,neutral,ryanair,,,,,,,,,20,2018-01-03,2
933792114328113024,positive,iberia,,,,,,West Central Africa,2.3184621,19.5687103,20,2017-11-23,3
933382425027251968,neutral,iberia,,,,,,Eastern Time (US & Canada),37.51647579999999,-82.8067126,17,2017-11-22,2
931316444662558976,neutral,iberia,,,,,,Buenos Aires,-34.60848999999996,-58.37343999999996,0,2017-11-17,4
927548312428925056,neutral,iberia,,,,,,,,,14,2017-11-06,0
930446126876167936,positive,ryanair,,,"Gerona, Cataluña",41.9794005,2.8214264,Madrid,40.4167754,-3.7037902,14,2017-11-14,1
946490592288280064,negative,iberia,,,,,,,,,21,2017-12-28,3
927920161918664960,neutral,iberia,,,,,,Madrid,40.4167754,-3.7037902,15,2017-11-07,1
941379089428107008,neutral,iberia,,,,,,Madrid,40.4167754,-3.7037902,18,2017-12-14,3
948945903368338944,neutral,iberia,,,,,,Brasilia,-15.826691,-47.92182039999999,15,2018-01-04,3
941066624311885952,positive,iberia,,,,,,Casablanca,33.5731104,-7.589843399999999,22,2017-12-13,2
947184129879179008,negative,,,,,,,,,,19,2017-12-30,5
948198375668756992,negative,ryanair,,,,,,Pacific Time (US & Canada),38.7614031,-120.5072407,14,2018-01-02,1
941418969206018048,neutral,iberia,,,,,,,,,21,2017-12-14,3
935147832452973056,negative,iberia,,,,,,,,,14,2017-11-27,0
936294180439064064,negative,iberia,,,,,,,,,18,2017-11-30,3
943973401898705024,positive,iberia,,,,,,,,,22,2017-12-21,3
926953162799492992,neutral,ryanair,43.42319443,-3.82403537,"Camargo, España",27.6763786,-105.166953,Madrid,40.4167754,-3.7037902,23,2017-11-04,5
936027838788129024,negative,iberia,,,,,,,,,0,2017-11-30,3
926230740567764992,negative,iberia,,,,,,Buenos Aires,-34.60848999999996,-58.37343999999996,23,2017-11-02,3
947959056706269056,neutral,,,,,,,,,,22,2018-01-01,0
942708937886978048,neutral,ryanair,,,,,,Amsterdam,52.3702157,4.895167900000001,10,2017-12-18,0
945379002427981952,negative,iberia,,,,,,Pacific Time (US & Canada),38.7614031,-120.5072407,19,2017-12-25,0
947438343406674048,neutral,iberia,,,"Viterbo, Lazio",43.8031114,-91.2445494,Rome,41.9027835,12.4963655,12,2017-12-31,6
932550287230939008,negative,iberia,,,,,,,,,10,2017-11-20,0
